n,bits,mitigation,action,repeat,elapsed_ntt_ns,mitigation_time_ns,checks_performed,check_failures,stage_checks,stage_failures,recomputations,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
4096,54,butterfly-check,recompute,2,16440125 ns,15958748,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,3,16457041 ns,15971457,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,4,16486667 ns,15998250,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,5,16366667 ns,15873755,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,6,16392208 ns,15906375,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,7,16460876 ns,15982544,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,8,16464208 ns,15984708,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,9,17096166 ns,16600165,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,10,16540249 ns,16045168,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,11,16483083 ns,16004462,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,12,16476290 ns,15993918,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,13,16418792 ns,15930961,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,14,16481582 ns,15969828,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,15,16359291 ns,15866706,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,16,16481000 ns,15975668,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,17,16505833 ns,16030919,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,18,16479126 ns,15995751,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,19,16498250 ns,16010462,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,20,16480499 ns,15995837,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,21,16464500 ns,15986834,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,22,16442585 ns,15949665,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,23,16483416 ns,16000289,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,24,16371334 ns,15892375,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,25,16518458 ns,16025996,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,26,16336208 ns,15859251,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,27,16493124 ns,15994501,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,28,16502544 ns,16003996,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,29,16545042 ns,16039456,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,30,16665377 ns,16191879,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,1,17373542 ns,16880291,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,2,17289125 ns,16809999,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,3,17294960 ns,16824334,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,4,17356667 ns,16867917,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,5,17293916 ns,16803753,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,6,17329083 ns,16839881,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,7,17373041 ns,16890706,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,8,17330459 ns,16837584,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,9,17286917 ns,16819418,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,10,17305124 ns,16816670,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,11,17312123 ns,16824422,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,12,17325625 ns,16834077,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,13,17374041 ns,16890712,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,14,17357125 ns,16868043,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,15,17299832 ns,16809708,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,16,17372500 ns,16903294,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,17,17304126 ns,16820335,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,18,17331416 ns,16844422,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,19,17304707 ns,16830666,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,20,17338500 ns,16856001,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,21,17394916 ns,16901666,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,22,18044416 ns,17544331,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,23,17368917 ns,16856957,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,24,17299957 ns,16821036,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,25,17331584 ns,16833211,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,26,17359581 ns,16858418,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,27,17332291 ns,16840501,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,28,17332458 ns,16838498,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,29,17307833 ns,16823668,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,30,17326624 ns,16839672,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,1,17339374 ns,16856080,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,2,17472793 ns,16953616,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,3,18621168 ns,18091500,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,4,17706040 ns,17231625,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,5,17360750 ns,16872002,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,6,17329833 ns,16827417,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,7,18677251 ns,18166582,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,8,17333041 ns,16844208,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,9,17315334 ns,16841504,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,10,17331292 ns,16841961,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,11,17306541 ns,16828542,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,12,17768833 ns,17268873,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,13,17321416 ns,16840170,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,14,17287459 ns,16800671,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,15,17282625 ns,16801579,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,16,17328834 ns,16844125,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,17,17903625 ns,17421998,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,18,17430499 ns,16944423,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,19,17293707 ns,16814039,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,20,17339084 ns,16846752,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,21,17320083 ns,16843331,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,22,17305084 ns,16818039,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,23,17328040 ns,16848915,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,24,17309292 ns,16799957,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,25,17428834 ns,16930626,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,26,17306958 ns,16826791,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,27,17317835 ns,16838545,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,28,17346790 ns,16843284,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,29,17382626 ns,16891710,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,30,17380877 ns,16881254,72,0,72,0,0,147456,147456,303104,327680,327680
8192,28,none,detect-only,1,27286709 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,2,27324459 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,3,27343082 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,4,27472458 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,5,27395834 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,6,27475249 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,7,27420127 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,8,27266792 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,9,27603917 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,10,27416333 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,11,27420000 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,12,27350041 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,13,30814291 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,14,27643875 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,15,27390626 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,16,27326375 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,17,27298501 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,18,28050043 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,19,27502664 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,20,27395791 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,21,27415583 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,22,27558584 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,23,27423459 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,24,28069915 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,25,27509874 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,26,27499125 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,27,27383374 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,28,27465499 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,29,27406666 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,30,27344626 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,1,31514375 ns,30595705,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,2,31370583 ns,30450125,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,3,31413832 ns,30496374,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,4,31318751 ns,30383958,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,5,31339542 ns,30417208,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,6,31474627 ns,30521792,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,7,31349001 ns,30419628,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,8,31196251 ns,30287087,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,9,31314999 ns,30371201,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,10,31296583 ns,30349837,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,11,31344083 ns,30412915,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,12,31463668 ns,30531337,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,13,31331083 ns,30404963,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,14,31280500 ns,30369466,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,15,31289083 ns,30424710,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,16,31451001 ns,30506585,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,17,31430875 ns,30515123,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,18,31391375 ns,30441211,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,19,31347167 ns,30430164,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,20,31319500 ns,30384964,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,21,31279832 ns,30357121,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,22,31304792 ns,30372832,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,23,31284459 ns,30387627,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,24,31386750 ns,30455626,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,25,31407956 ns,30531503,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,26,31418834 ns,30485704,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,27,31382459 ns,30455412,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,28,32106167 ns,31175074,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,29,32509501 ns,31593706,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,30,31406918 ns,30445912,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,1,31415375 ns,30462211,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,2,31496459 ns,30570623,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,3,32026582 ns,31121751,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,4,31307792 ns,30363588,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,5,32243460 ns,31321956,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,6,31661293 ns,30766166,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,7,31327791 ns,30457411,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,8,31940542 ns,30997835,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,9,32644791 ns,31729629,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,10,31472000 ns,30536878,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,11,31942916 ns,30968251,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,12,31445167 ns,30501002,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,13,31391834 ns,30438828,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,14,32146666 ns,31231919,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,15,31361167 ns,30446582,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,16,31921625 ns,31035456,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,17,32949667 ns,32003708,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,18,31447500 ns,30525204,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,19,31381291 ns,30420004,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,20,31625457 ns,30721996,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,21,32367708 ns,31491455,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,22,31481251 ns,30540836,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,23,31292999 ns,30426833,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,24,31473166 ns,30523923,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,25,31510251 ns,30594161,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,26,32259584 ns,31308209,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,27,31407415 ns,30466621,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,28,32315502 ns,31393289,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,29,31529792 ns,30576583,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,30,31417417 ns,30469961,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,1,33529918 ns,32643959,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,2,33344749 ns,32399872,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,3,33410793 ns,32474576,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,4,34039334 ns,33116538,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,5,33433627 ns,32486378,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,6,33537290 ns,32431378,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,7,33614751 ns,32744456,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,8,33417250 ns,32462997,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,9,33300960 ns,32423006,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,10,33479084 ns,32538167,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,11,33320291 ns,32398792,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,12,35668707 ns,34726410,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,13,34562166 ns,33617533,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,14,33575499 ns,32683334,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,15,33317374 ns,32438296,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,16,33404585 ns,32533373,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,17,33342126 ns,32404751,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,18,33412834 ns,32464413,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,19,33277208 ns,32375837,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,20,33344875 ns,32415833,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,21,33519500 ns,32595459,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,22,33274750 ns,32368421,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,23,33323665 ns,32395417,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,24,33314043 ns,32434998,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,25,33483291 ns,32540623,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,26,33364668 ns,32464461,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,27,33409043 ns,32491460,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,28,33370000 ns,32426000,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,29,33432876 ns,32509789,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,30,34717250 ns,33777253,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,1,33418999 ns,32489459,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,2,33459334 ns,32519039,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,3,33531125 ns,32593422,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,4,33378376 ns,32414996,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,5,33372292 ns,32429119,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,6,33424375 ns,32489499,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,7,33269625 ns,32363250,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,8,33425582 ns,32487375,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,9,34010042 ns,33116296,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,10,33444207 ns,32500629,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,11,33427208 ns,32490160,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,12,33327209 ns,32427338,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,13,33336375 ns,32412416,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,14,33403710 ns,32459165,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,15,33390999 ns,32480958,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,16,33405500 ns,32485584,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,17,34166086 ns,33217626,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,18,33569042 ns,32651209,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,19,42470581 ns,41301043,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,20,33414333 ns,32452376,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,21,33696584 ns,32709332,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,22,33295667 ns,32426954,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,23,33573498 ns,32642876,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,24,34039917 ns,33143752,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,25,33328999 ns,32414798,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,26,33923041 ns,32953835,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,27,33423042 ns,32497626,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,28,33286208 ns,32412670,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,29,33421250 ns,32508875,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,30,33328125 ns,32402631,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,1,31555625 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,2,31467376 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,3,31472707 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,4,31471417 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,5,31380002 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,6,33758334 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,7,31575918 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,8,31498999 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,9,31542999 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,10,31239041 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,11,31621373 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,12,31632125 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,13,31593666 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,14,31533459 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,15,31594917 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,16,31964710 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,17,31430208 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,18,31518541 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,19,31536417 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,20,31576625 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
